req_id,cluster,kind,requirement_or_question,source,source_location,additional_sources,superseding_authority,supersession_note,implementation_state,implementation_evidence,evidence_state,research_needed,decision_needed,decision_ids,release_relevance,program_sections
REQ-LEG-0197,legacy,OPEN_QUESTION,"GNU sparse has four encodings: old GNU 'S' with chained extension headers, PAX 0.0 repeating GNU.sparse.offset/numbytes against POSIX last-wins (non-GNU readers extract silently wrong data), PAX 0.1 GNU.sparse.map with a redirecting ustar name, and 1.0; R1 requires reading all, PyPI rejects sparse sdist members, and repo docs say sparse is refused.",APPX/metadata.md,A7 tar sparse L146 [appx-metadata-0096],"[{""source"": ""APPX/metadata.md"", ""location"": ""A7 tar sparse L145"", ""local_key"": ""appx-metadata-0095""}, {""source"": ""APPX/metadata.md"", ""location"": ""A7 tar sparse L147"", ""local_key"": ""appx-metadata-0097""}, {""source"": ""R1"", ""location"": ""§8.3 Tier2 L598"", ""local_key"": ""r1-a-0304""}, {""source"": ""R3"", ""location"": ""§14.4 L731-733"", ""local_key"": ""r3-b-0011""}]","docs/tar-import-v1.md L46, L68-70 (sparse refused; authority not frozen)","Repo supersedes R1 by refusing sparse, but only typeflag 'S' is refused: GNU.sparse.* pax keys fall through as unknown keys, so PAX-format sparse members would import condensed data under redirected names (inference, no fixture; cross-ref code-legacy-b-0091).",PARTIAL,tar.rs:896 refuses 'S'; tar.rs:381-383 GNU.sparse.* recorded only as unsupported metadata; no sparse fixture in tar.rs tests or tools/tar-strict.,CONTRADICTED,"Fixtures from GNU tar --sparse with --format=gnu and --format=posix (0.0, 0.1, 1.0) imported by Entrybound; compare with GNU tar, bsdtar and Python tarfile outputs.","Are GNU sparse encodings refused, expanded to dense content or projected to holes?",DEC-LEG-020; DEC-PLT-021,V1_BLOCKING,15; 25
REQ-LEG-0198,legacy,CLAIM_NEEDING_EVIDENCE,I20 originated from unbounded allocation in tar sparse-map parsing: Go CVE-2026-32288 (archive/tar allocating unbounded memory on crafted old-GNU sparse maps; the fix caps extension blocks and total sparse entries across all encodings) is referenced by SPEC without a citation.,SPEC,§3.9 L347 [spec-01-0239],"[{""source"": ""APPX/metadata.md"", ""location"": ""A7 Go CVE L154"", ""local_key"": ""appx-metadata-0100""}, {""source"": ""SPEC"", ""location"": ""§10.7 L1300"", ""local_key"": ""spec-04-0202""}]","docs/tar-import-v1.md L46, L68-70 (sparse refused)",Repo sidesteps sparse-map parsing by refusing typeflag S; PAX sparse keys are bounded only by generic pax record and extension limits.,PARTIAL,tar.rs:896 refuses 'S' at resolve; old-GNU sparse extension blocks are not parsed as such (inference: they would be read as payload/headers and may be refused as checksum corruption rather than unsupported); tar.rs:360-403 pax bounds; no sparse fuzz target found.,UNTESTED,Cite CVE-2026-32288 in SPEC §10.7; fuzz tar observe with many-region old-GNU and PAX 0.0/0.1/1.0 sparse inputs and confirm bounded work and reason codes.,How are sparse encodings bounded and classified if sparse import is accepted or refused?,DEC-LEG-020; DEC-PLT-021,V1_IMPORTANT,25; 30
REQ-LEG-0199,legacy,CLAIM_NEEDING_EVIDENCE,"The strict-tar differential is a development-only probe: six generated ustar cases compared Python tarfile 3.13.5 and bsdtar 3.8.8 on one Windows 11 host (ordinary and bad-checksum agree; duplicate, traversal, single end block and trailing bytes accepted by both, refused by Entrybound); it omits pax, GNU long names, sparse, links, devices, base-256 and negative mtimes.",docs/tar-import-v1.md,§Differential development evidence L102-108 [docs-legacy-0148],"[{""source"": ""code:tools/tar-strict/probe.py"", ""location"": ""tools/tar-strict/probe.py:1-8"", ""local_key"": ""code-deps-tests-tools-0221""}, {""source"": ""code:tools/tar-strict/probe.py"", ""location"": ""tools/tar-strict/probe.py:29-61"", ""local_key"": ""code-deps-tests-tools-0222""}, {""source"": ""code:tools/tar-strict/probe.py"", ""location"": ""tools/tar-strict/probe.py:47-61"", ""local_key"": ""code-deps-tests-tools-0224""}, {""source"": ""code:tools/tar-strict/observed-outcomes-v1.json"", ""location"": ""tools/tar-strict/observed-outcomes-v1.json:1-7"", ""local_key"": ""code-deps-tests-tools-0225""}, {""source"": ""code:tools/tar-strict/observed-outcomes-v1.json"", ""location"": ""tools/tar-strict/observed-outcomes-v1.json:9-14"", ""local_key"": ""code-deps-tests-tools-0226""}, {""source"": ""code:tools/tar-strict/observed-outcomes-v1.json"", ""location"": ""tools/tar-strict/observed-outcomes-v1.json:39-44"", ""local_key"": ""code-deps-tests-tools-0231""}]",docs/tar-import-v1.md §Differential development evidence L100-110,"Repo evidence only, explicitly not production authority.",PARTIAL,tools/tar-strict/probe.py:1-124; tools/tar-strict/observed-outcomes-v1.json:1-50; adapter internals covered by unit tests tar.rs:1827-2230.,SUPPORTED_WITH_LIMITATIONS,"Extend the probe to pax, GNU, sparse, link, device and base-256 cases and to GNU tar, Go archive/tar, busybox and 7-Zip on Linux (local or Docker) and macOS bsdtar.",Which runtimes and case classes form the tar observed-outcome matrix?,DEC-ECO-047; DEC-LEG-063,V1_IMPORTANT,25; 29
REQ-LEG-0200,legacy,FROZEN_DECISION,"Tar projects into EAM only regular files (NUL, '0', '7'), directories ('5'), symlinks ('2') and hardlinks ('1'); character and block devices, FIFOs, GNU sparse 'S' and other typeflags are refused as EB_TAR_UNSUPPORTED_FEATURE, and directories and links must carry zero selected payload.",docs/tar-import-v1.md,§Projection and safety L38-40 [docs-legacy-0126],"[{""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:888-898"", ""local_key"": ""code-legacy-b-0113""}, {""source"": ""code:crates/entrybound/src/legacy/tar.rs"", ""location"": ""crates/entrybound/src/legacy/tar.rs:915-947"", ""local_key"": ""code-legacy-b-0117""}]",docs/tar-import-v1.md L38-46,Repo freeze; special-file representation is research Task 18 (platform cluster).,IMPLEMENTED,tar.rs:888-898; tar.rs:915-947; test tar.rs:2193-2212.,SUPPORTED_WITH_LIMITATIONS,Prevalence of device and FIFO members in backup and rootfs tarballs; outcome of the Task 18 special-file decision.,,,V1_IMPORTANT,18; 25
REQ-LEG-0201,legacy,DEFERRED_QUESTION,"Tier 3 adapters (cpio, ar, WIM, squashfs, lzip, lz4, zpaq) are demand-driven with no timeline or demand criterion. No transport adapters exist for LZ4 frame, lzip, lzma-alone, zlib, Unix compress (.Z) or brotli; stream detection returns None and they are not accepted --from values.",SPEC,§14.4 L1664 [spec-05-0195],"[{""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:84-97"", ""local_key"": ""code-legacy-b-0039""}, {""source"": ""docs/compressed-stream-import-v1.md"", ""location"": ""§Limits and projections L70-71"", ""local_key"": ""docs-legacy-0202""}]",docs/compressed-stream-import-v1.md §Limits L70-71,Repo doc confirms the transport set is closed at gzip/zstd/xz/bzip2 for v1.,DEFERRED_APPROVED,crates/entrybound/src/legacy/stream.rs:84-97 detect returns None,INSUFFICIENT,"Ecosystem survey of .tar.lz, .tar.lz4, cpio (initramfs, RPM payloads), ar (.deb) prevalence and user requests.","What demand signal promotes a Tier 3 adapter, and the class of each Tier 3 format.",DEC-LEG-005; DEC-LEG-024; DEC-LEG-037,POST_V1,26
REQ-LEG-0202,legacy,REQUIREMENT,"Transparent read adapters let a library consumer read .eb, .zip and .tar.* through one interface; a legacy archive read this way must not appear to have native guarantees (source format and import policy surfaced on every handle), --strict is the default and lenient reading must be explicit. Research I: streaming read offered for tar, refused for strict ZIP, with a named lenient ZIP streaming variant returning untrusted types.",SPEC,§21.2 L2292 [spec-07-0131],"[{""source"": ""SPEC"", ""location"": ""§21.2 L2297"", ""local_key"": ""spec-07-0135""}, {""source"": ""SPEC"", ""location"": ""§21.2 L2297"", ""local_key"": ""spec-07-0136""}, {""source"": ""R1"", ""location"": ""§14 item8 L894"", ""local_key"": ""r1-b-0169""}]",,,MISSING,none found: read/list operate on .eb archives only (lib.rs:293-305),UNTESTED,API design review of typed untrusted handles; demand from library consumers.,Whether transparent read adapters are stable v1 and how guarantees are typed.,DEC-LEG-071,V1_IMPORTANT,28; 32; 34
REQ-LEG-0203,legacy,NON_GOAL,A universal archive facade across formats is rejected as contradicted by format semantics; Entrybound's multi-format import and export surface must justify why it is not such a facade.,R2,§2 L61 [r2-0033],[],"SPEC §14.2-§14.5 (per-format adapters into one LOM; conversion, not accommodation)","SPEC supersedes R2: adapters convert per-format evidence rather than exposing a common read facade, but no document explicitly answers R2's question.",IMPLEMENTED,No generic cross-format read or extract API: legacy formats enter only through legacy::import::import_strict (import.rs:147-262) into native archives.,SUPPORTED_WITH_LIMITATIONS,Written rationale mapping LOM generality limits to the R1/R2 facade objections.,Does LOM cross-format generality stay within conversion rather than a universal facade?,DEC-LEG-034,INFORMATIONAL,25; 26
REQ-LEG-0204,legacy,CLAIM_NEEDING_EVIDENCE,"WIM/ESD uses XPRESS, LZX and undocumented LZMS (solid up to 64 MiB) with whole-file SHA-1 single-instancing across images; some Microsoft ESDs are partially encrypted in a form wimlib cannot decrypt; resource bounds, safe extraction, unknown-feature behaviour and determinism are unverified, and every claim derives from wimlib because [MS-WIM] could not be retrieved.",APPX/incumbents.md,§03 L95; §12 L364 [appx-incumbents-0057],"[{""source"": ""APPX/chunking.md"", ""location"": ""§5 WIM/ESD L362"", ""local_key"": ""appx-chunking-0173""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§02 L69"", ""local_key"": ""appx-incumbents-0039""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§04 L118; §12 L368"", ""local_key"": ""appx-incumbents-0087""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§06 L177; §12 L364"", ""local_key"": ""appx-incumbents-0159""}]",,,MISSING,none found,INSUFFICIENT,Retrieve [MS-WIM] and reconcile with wimlib; ESD encryption documentation.,Whether a WIM adapter is justified and whether encrypted ESDs are refused outright.,DEC-LEG-073,POST_V1,26
REQ-LEG-0205,legacy,INVARIANT,"Wrapper filename, comment, MTIME and frame fields are auxiliary foreign evidence and never become entry paths or EAM metadata; a non-tar decoded child converts only with an explicit safe --entry-name into one regular file (core.executable=false) with explicitly synthesized ancestors.",docs/compressed-stream-import-v1.md,§Layered observation L13-14 [docs-legacy-0185],"[{""source"": ""docs/compressed-stream-import-v1.md"", ""location"": ""§Limits and projections L54-57"", ""local_key"": ""docs-legacy-0198""}, {""source"": ""code:crates/entrybound/src/legacy/import.rs"", ""location"": ""crates/entrybound/src/legacy/import.rs:281-307"", ""local_key"": ""code-legacy-b-0030""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:1-4"", ""local_key"": ""code-legacy-b-0036""}]","docs/compressed-stream-import-v1.md L13-14, L54-57",Repo supersedes SPEC §14.4's open question on naming the single entry (FNAME vs outer filename) by requiring an explicit name.,IMPLEMENTED,stream.rs:1-4; import.rs:281-307 standalone projection; test standalone_stream_requires_and_validates_an_explicit_entry_name import.rs:549-586.,SUPPORTED_WITH_LIMITATIONS,First-use evaluation of the --entry-name requirement (Task 33).,,,V1_BLOCKING,25; 33
REQ-LEG-0206,legacy,REQUIREMENT,"SPEC Tier 1 xz preserves its block index and carries per-block integrity into per-chunk digests; the repo decodes with lzma-rust2 0.20.0 in 64 KiB steps, accepts concatenated streams and multiple-of-four padding, validates checks under a caller memory limit, and fails unsupported filters or checks without listing them (xz defines LZMA2 plus x86, PowerPC, ARM, ARM64 and RISC-V BCJ filters).",SPEC,§14.4 L1652 [spec-05-0188],"[{""source"": ""docs/compressed-stream-import-v1.md"", ""location"": ""§Implemented transports L36-39"", ""local_key"": ""docs-legacy-0192""}, {""source"": ""docs/compressed-stream-import-v1.md"", ""location"": ""§Implemented transports L39"", ""local_key"": ""docs-legacy-0193""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:405-434"", ""local_key"": ""code-legacy-b-0061""}, {""source"": ""code:crates/entrybound/src/legacy/stream.rs"", ""location"": ""crates/entrybound/src/legacy/stream.rs:441-463"", ""local_key"": ""code-legacy-b-0062""}, {""source"": ""APPX/incumbents.md"", ""location"": ""§02 L63"", ""local_key"": ""appx-incumbents-0031""}]",docs/compressed-stream-import-v1.md L36-39,Repo neither preserves the block index nor carries xz checks into native digests (the native digest algorithm differs from xz check types); the supported filter and check set is undocumented.,PARTIAL,stream.rs:394-487 decode_xz (no block-index observation); test xz_and_bzip2_concatenated_streams_are_integrity_checked stream.rs:871-900.,INSUFFICIENT,"Enumerate and test lzma-rust2 0.20.0 filters and checks (delta, BCJ variants, SHA-256 check); decide what 'carried into per-chunk digests' means.","Which xz filters and checks are supported, and is the block index preserved?",DEC-LEG-075,V1_IMPORTANT,25; 31
REQ-LEG-0207,legacy,REQUIREMENT,"Entrybound's ZIP reader outcome must be mapped for each ZipDiff ambiguity type (method, size and filename confusion, fake directory, fake encryption, duplicates, invalid characters, canonicalisation, case, streaming, EOCDR selection, CDH count, CD/LFH offset, ZIP64 EOCD) and for the six differentials named in the Python wheel advisory GHSA-w97x-xxj5-gpjx (per-entry CD comments, NUL truncation, ./file.txt, descriptors, post-deflate trailing content, 0x7075).",R2,§14 (b) L451 [r2-0189],"[{""source"": ""R3"", ""location"": ""§14.6 L751"", ""local_key"": ""r3-b-0015""}]",R2 §14(b) L451; R3 §14.6 L751,No repo document contains this mapping; tools/zip-compat covers a subset of the types.,MISSING,none found,UNTESTED,Build one case per ZipDiff type and GHSA class; record Entrybound strict/compat outcome with reason code alongside pinned runtimes.,,DEC-LEG-087,V1_IMPORTANT,25; 29
REQ-LEG-0208,legacy,OPEN_QUESTION,"ZIP import refuses every backslash (APPNOTE mandates '/'), so ZIPs from tools that wrote backslash separators are unimportable, while 7z import normalises backslash to '/' (matching 7-Zip 26.02) and refuses ':' components as alternate streams; ZIP does not refuse ':' in components. Backslash names occurred 0/446 in the real corpus (EB-Z014 showed no reader divergence), and R1 demands rejection only after measuring prevalence.",code:crates/entrybound/src/legacy/zip.rs,crates/entrybound/src/legacy/zip.rs:1886-1911 [code-legacy-a-0051],"[{""source"": ""docs/zip-import-v1.md"", ""location"": ""§Extras, names, and paths L40-42"", ""local_key"": ""docs-legacy-0039""}, {""source"": ""R1"", ""location"": ""§8.3 Tier1 L596"", ""local_key"": ""r1-a-0286""}, {""source"": ""R3"", ""location"": ""§9 ZIP table L480"", ""local_key"": ""r3-a-0148""}, {""source"": ""docs/7z-import-v1.md"", ""location"": ""§FilesInfo, paths, and metadata L74-76"", ""local_key"": ""docs-legacy-0168""}]","docs/zip-import-v1.md §Extras, names, and paths L40-42; docs/7z-import-v1.md §FilesInfo L74-76; code:crates/entrybound/src/legacy/zip.rs:1886-1911","Repo docs freeze divergent adapter policies (ZIP refuse, 7z separator). 7z backslash policy details are owned by legacy-tar-7z-streams; this row covers ZIP and cross-adapter harmonisation.",PARTIAL,crates/entrybound/src/legacy/zip.rs:1886-1911 backslash refusal; crates/entrybound/src/legacy/sevenz.rs:2120-2147 7z normalisation,INSUFFICIENT,"Corpus prevalence of backslash-separated ZIP names by producing tool (old PowerShell Compress-Archive, .NET Framework ZipFile, WinRAR); decide ':' policy for ZIP components.","Refuse, normalise, or profile-scoped interpretation of ZIP backslashes?",DEC-LEG-077,V1_IMPORTANT,16; 25
REQ-LEG-0209,legacy,OPEN_QUESTION,"Two ZIP entries differing only by case (EB-Z022) are ACCEPTABLE per Research III with no reader divergence and pass PyPI; Go module zips forbid paths equal under Unicode case-folding. Under compatibility profiles, what constitutes a refused 'extraction collision' (case-fold, Unicode normalisation) versus a projected duplicate is undefined.",R3,§9 ZIP table L488 [r3-a-0156],"[{""source"": ""R1"", ""location"": ""§9.5 L661"", ""local_key"": ""r1-b-0036""}]",docs/zip-compatibility-profiles-v1.md §Safety overrides L78-83,Extraction-time collision refusal on case-insensitive targets is owned by the platform cluster; this row covers the import/compat semantics.,PARTIAL,none found (no collision definition in zip.rs),UNTESTED,Replay EB-Z022 through Entrybound import and extraction on NTFS and case-sensitive filesystems.,What is an extraction collision under compat?,DEC-LEG-079,V1_IMPORTANT,16; 25
REQ-LEG-0210,legacy,INVARIANT,"Central-directory, local-header and data-descriptor values are distinct LOM authorities: filename, flags, method, DOS time, CRC, sizes, extras, attributes, disk and offset are compared; differences are Divergence, one-sided optional claims are Omission, same extra IDs with different bytes are Refinement. The central directory is not correct by convention, because ZIP's two authorities have no specified agreement rule and are the root of its parser-differential class.",docs/zip-import-v1.md,§Supported structure L22-25 [docs-legacy-0032],"[{""source"": ""code:crates/entrybound/src/legacy/zip.rs"", ""location"": ""crates/entrybound/src/legacy/zip.rs:2084-2177, 2286-2335"", ""local_key"": ""code-legacy-a-0039""}, {""source"": ""code:crates/entrybound/src/legacy/zip.rs"", ""location"": ""crates/entrybound/src/legacy/zip.rs:2179-2253"", ""local_key"": ""code-legacy-a-0041""}, {""source"": ""code:crates/entrybound/src/legacy/zip.rs"", ""location"": ""crates/entrybound/src/legacy/zip.rs:2255-2284, 2337-2360"", ""local_key"": ""code-legacy-a-0042""}, {""source"": ""R1"", ""location"": ""§2.3 L103"", ""local_key"": ""r1-a-0051""}, {""source"": ""R1"", ""location"": ""§3.4(b) L179"", ""local_key"": ""r1-a-0085""}, {""source"": ""R1"", ""location"": ""§7.6 L504-506"", ""local_key"": ""r1-a-0227""}, {""source"": ""R1"", ""location"": ""§7.6 L515"", ""local_key"": ""r1-a-0233""}, {""source"": ""R1"", ""location"": ""§14 item19 L916"", ""local_key"": ""r1-b-0198""}, {""source"": ""R3"", ""location"": ""§2 L47"", ""local_key"": ""r3-a-0018""}, {""source"": ""SPEC"", ""location"": ""§4.1 L366"", ""local_key"": ""spec-02-0009""}]",docs/zip-import-v1.md §Supported structure L22-25; code:crates/entrybound/src/legacy/zip.rs:2084-2360,"R1 §2.3 described the central directory as ZIP's authority with local headers untrusted; SPEC §4.1/§14.2 and repo docs supersede this with independent authorities reconciled by explicit classes. R1's strict-reader recommendation (reject disagreement, duplicates, overlap, size mismatch, trailing data) is implemented in strict mode. SPEC's 'every differential lives in the LFH/CD gap' is overbroad (EOCD selection, paths and Unicode extras also diverge).",IMPLEMENTED,crates/entrybound/src/legacy/zip.rs:3565-3602 authorities_remain_independent_and_divergence_refuses; crates/entrybound/src/legacy/zip.rs:3790-3813 descriptor_mismatch,SUPPORTED_WITH_LIMITATIONS,Map every ZipDiff ambiguity type and R3 case to the conflict class Entrybound assigns; classify documented ZIP CVEs by root cause to bound SPEC's 'every'.,,DEC-LEG-102,V1_BLOCKING,25
